Carrier,Observation Date,Observation Time,Origin,Destination,Is One Way,Outbound Flight No,Outbound Departure Date,Outbound Arrival Date,Price Excluding Tax,Tax,Currency,Aircraft Code,Aircraft Name,Transfer IATA,Transfer Duration
S7,2024-08-09,13:00:21,DME,MMK,true,S7 1229,2024-09-02T12:15:00,2024-09-02T14:55:00,16425.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:22,DME,MMK,true,S7 1229,2024-09-03T12:15:00,2024-09-03T14:55:00,14045.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:22,DME,MMK,true,S7 1229,2024-09-04T12:15:00,2024-09-04T14:55:00,14045.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:23,DME,MMK,true,S7 1229,2024-09-05T12:15:00,2024-09-05T14:55:00,14045.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:24,DME,MMK,true,S7 1229,2024-09-06T12:15:00,2024-09-06T14:55:00,14045.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:24,DME,MMK,true,S7 1229,2024-09-07T12:15:00,2024-09-07T14:55:00,14045.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:25,DME,MMK,true,S7 1229,2024-09-08T12:15:00,2024-09-08T14:55:00,14045.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:25,DME,MMK,true,S7 1229,2024-09-09T12:15:00,2024-09-09T14:55:00,10270.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:26,DME,MMK,true,S7 1229,2024-09-10T12:15:00,2024-09-10T14:55:00,10270.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:26,DME,MMK,true,S7 1229,2024-09-11T12:15:00,2024-09-11T14:55:00,8770.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:27,DME,MMK,true,S7 1229,2024-09-12T12:15:00,2024-09-12T14:55:00,8770.00,642.00,RUB,319,Airbus A319,-,0
S7,2024-08-09,13:00:28,DME,MMK,true,S7 1229,2024-09-13T12:15:00,2024-09-13T14:55:00,10270.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:28,DME,MMK,true,S7 1229,2024-09-14T12:15:00,2024-09-14T14:55:00,12000.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:29,DME,MMK,true,S7 1229,2024-09-15T12:15:00,2024-09-15T14:55:00,14045.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:29,DME,MMK,true,S7 1229,2024-09-16T12:15:00,2024-09-16T14:55:00,10270.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:30,DME,MMK,true,S7 1229,2024-09-17T12:15:00,2024-09-17T14:55:00,7495.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:31,DME,MMK,true,S7 1229,2024-09-18T12:15:00,2024-09-18T14:55:00,7495.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:32,DME,MMK,true,S7 1229,2024-09-19T12:15:00,2024-09-19T14:55:00,8770.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:33,DME,MMK,true,S7 1229,2024-09-20T12:15:00,2024-09-20T14:55:00,8770.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:33,DME,MMK,true,S7 1229,2024-09-21T12:15:00,2024-09-21T14:55:00,8770.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:34,DME,MMK,true,S7 1229,2024-09-22T12:15:00,2024-09-22T14:55:00,8770.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:35,DME,MMK,true,S7 1229,2024-09-23T12:15:00,2024-09-23T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:35,DME,MMK,true,S7 1229,2024-09-24T12:15:00,2024-09-24T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:36,DME,MMK,true,S7 1229,2024-09-25T12:15:00,2024-09-25T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:36,DME,MMK,true,S7 1229,2024-09-26T12:15:00,2024-09-26T14:55:00,8770.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:37,DME,MMK,true,S7 1229,2024-09-27T12:15:00,2024-09-27T14:55:00,10270.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:38,DME,MMK,true,S7 1229,2024-09-28T12:15:00,2024-09-28T14:55:00,7495.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:38,DME,MMK,true,S7 1229,2024-09-29T12:15:00,2024-09-29T14:55:00,7495.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:39,DME,MMK,true,S7 1229,2024-09-30T12:15:00,2024-09-30T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:40,DME,MMK,true,S7 1229,2024-10-01T12:15:00,2024-10-01T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:40,DME,MMK,true,S7 1229,2024-10-02T12:15:00,2024-10-02T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:41,DME,MMK,true,S7 1229,2024-10-03T12:15:00,2024-10-03T14:55:00,7495.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:41,DME,MMK,true,S7 1229,2024-10-04T12:15:00,2024-10-04T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:42,DME,MMK,true,S7 1229,2024-10-05T12:15:00,2024-10-05T14:55:00,7495.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:43,DME,MMK,true,S7 1229,2024-10-06T12:15:00,2024-10-06T14:55:00,7495.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:43,DME,MMK,true,S7 1229,2024-10-07T12:15:00,2024-10-07T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:44,DME,MMK,true,S7 1229,2024-10-08T12:15:00,2024-10-08T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:45,DME,MMK,true,S7 1229,2024-10-09T12:15:00,2024-10-09T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:45,DME,MMK,true,S7 1229,2024-10-10T12:15:00,2024-10-10T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:46,DME,MMK,true,S7 1229,2024-10-11T12:15:00,2024-10-11T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:46,DME,MMK,true,S7 1229,2024-10-12T12:15:00,2024-10-12T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
S7,2024-08-09,13:00:47,DME,MMK,true,S7 1229,2024-10-13T12:15:00,2024-10-13T14:55:00,6740.00,642.00,RUB,73H,Boeing 737-800,-,0
